STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,IDA blend,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.2401501561785378E10,1.3314688264577467E10,1.4222416055510235E10,1.5145197244781578E10,1.6626632979221058E10,1.7977186457612938E10,1.96055458644967E10,1.9795254777982857E10,2.1047483665486614E10,2.3960732153678043E10,3.2356563895339798E10,3.039283345594199E10,3.416708260854784E10,3.710798887255569E10,5.27541156535642E10,6.1046682874997406E10,7.344125554251996E10,7.90204862611325E10,8.712917258473257E10,1.0620903562590291E11,1.3444662856526186E11,2.4547963636286795E11,2.2435215345853076E11,1.718514076287244E11,1.4871476104117902E11,1.493602721784052E11,1.380156347071477E11,1.4222624123674173E11,1.481841975938809E11,1.4385328236236563E11,1.5901951693014325E11,1.700362912394931E11,1.6535554008189465E11,1.7524455914165134E11,1.9098331729920203E11,2.6730971597513467E11,3.284950256504056E11,3.440401879827599E11,3.6089003424465576E11,2.035380061665702E11,2.4429014468241187E11,2.4396806734309723E11,2.6762150934900568E11,3.029396736451161E11,3.651163765807558E11,4.283285380812277E11,5.266456369484882E11,6.098398410782794E11,7.147717979089185E11,6.691575861129124E11,7.805806815650741E11,8.886142169087535E11,9.82900021354995E11,1.07150762559843E12,1.1645849370178428E12,1.1048882561324402E12,1.0357611123326013E12,1.0647017423246508E12,1.1252780978002668E12,1.354444605559251E12,1.2584536335932456E12,1.3693577698865835E12,1.456880573683683E12,1.2725262780046812E12,1.1174119426617153E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PLW,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Palau,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,1.1563041E7,1.2706874E7,1.3956474E7,1.5331889E7,1.6848759E7,1.8521112E7,2.036442E7,2.2308104E7,2.4530015E7,2.7004251E7,2.9728054E7,3.2726594E7,3.6027583E7,3.966153E7,4.4814259E7,5.1030637E7,5.8109314E7,6.6169905E7,7.5348615E7,8.5800543E7,9.7702303E7,1.065553E8,1.047713E8,9.64557E7,1.061385E8,1.210185E8,1.374946E8,1.438608E8,1.490796E8,1.442065E8,1.49551483154297E8,1.5944622802734402E8,1.62658721923828E8,1.5456678771972698E8,1.66363739013672E8,1.90961685180664E8,1.93611358642578E8,2.00789764404297E8,2.0106773376464802E8,1.89854705810547E8,1.8804237365722698E8,1.9874237060546902E8,2.1561688232421902E8,2.24110610961914E8,2.45591094970703E8,2.8705752563476604E8,3.05227020263672E8,2.9214859008789104E8,2.87998352050781E8,2.82041290283203E8,2.61688507080078E8,2.3134346008300802E8,2.4382681274414098E8,2.7673306274414104E8,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MCO,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Monaco,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2.93127333238065E8,3.27706210435217E8,4.0245190082128793E8,5.235540392032079E8,5.639492541140337E8,7.119789618936744E8,7.353242446673969E8,8.111913922242771E8,1.0005552180320864E9,1.209870147490988E9,1.3781755241118622E9,1.2051886479316258E9,1.143216456567955E9,1.0925603645195885E9,1.0373296043510797E9,1.0828675073314211E9,1.5152347434736655E9,1.839081463276756E9,2.0007047449153755E9,2.0100838331726034E9,2.4813070771098886E9,2.480540845332419E9,2.7370492307044163E9,2.5744943557335696E9,2.7203321345362263E9,3.1303099953084774E9,3.1378869945220656E9,2.84019519036905E9,2.934593467685893E9,2.907118641177555E9,2.654462665268933E9,2.6737230337123938E9,2.9196479818147264E9,3.597089750782763E9,4.0435514888260303E9,4.2046528987310276E9,4.586826512713562E9,5.875790766262101E9,6.5029422449306755E9,5.474379252341142E9,5.367561569595484E9,6.088689808383467E9,5.742749294008515E9,6.555591709885848E9,7.07001732365476E9,6.264756528376915E9,6.471290793550294E9,6.43025465258934E9,7.184333936013548E9,7.383496254237212E9,6.73073628278961E9,8.623242743295635E9,8.80043048617137E9,1.0003892565200468E10,1.1125783372479408E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Brunei Darussalam,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,1.1403950059126753E8,1.3275752804437447E8,1.390295372433213E8,1.6081823586674595E8,1.612102364416801E8,1.79078929315763E8,1.9752576779173467E8,2.7082278202667373E8,4.330955266861359E8,2.319576214213287E9,2.4964202575404162E9,3.0547655902921352E9,3.681242528324944E9,4.100423673587595E9,6.04436762828515E9,1.0795432293611925E10,9.367218664310936E9,8.932198185728764E9,7.927590750395021E9,7.632788075162101E9,6.967623884423427E9,4.1902800026738105E9,4.918010080030465E9,4.535130304710958E9,4.98362288099938E9,6.039881086681566E9,6.28449729385546E9,6.327966435170264E9,6.203339912154481E9,6.467782517722417E9,7.700144069141899E9,7.663377306049965E9,7.79303437620807E9,5.550846019543475E9,6.3090703775966E9,6.570999087567425E9,6.0961557673814535E9,6.3330828755693655E9,7.167725261927134E9,8.619178773514578E9,1.0547202620528637E10,1.2644616418691034E10,1.343202948440119E10,1.5926456515004934E10,1.1912904509858246E10,1.3707121038438322E10,1.8524791062656956E10,1.9048443340773243E10,1.8094148098653576E10,1.709779738603359E10,1.2930296870124685E10,1.1400266044665098E10,1.2128168045124489E10,1.3566908391089458E10,1.3469235364703175E10,1.2005799653983503E10,1.4006496617445808E10,1.66815364667183E10,1.5095084656163445E10,1.5340808592479977E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,"Egypt, Arab Rep.",GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.2062703522263255E9,4.494575611212893E9,4.0354620273975315E9,4.187146231568392E9,4.709245761678815E9,4.94866754041066E9,5.278005611914526E9,5.605484298982751E9,5.932242990654205E9,6.524455205811138E9,8.042200452147701E9,8.609283346085182E9,9.299638055842813E9,1.0098534613441132E10,9.228963224600042E9,1.1632178868917141E10,1.3315988083416088E10,1.4400806875986668E10,1.4811704063068527E10,1.802057142857143E10,2.166990817638889E10,2.213608108108108E10,2.7655172413793102E10,3.0966239813736904E10,3.3971188991614704E10,3.905350225107319E10,4.125350795135641E10,4.0455616653574234E10,3.498012492901761E10,3.975629904997935E10,4.297891431135038E10,3.738783649052842E10,4.185598651942346E10,4.657863145258103E10,5.189798339264532E10,6.015924506045414E10,6.762971698113208E10,7.843657817109145E10,8.482880755608029E10,9.071070480684164E10,9.983854396007632E10,9.668463611859839E10,8.514606741573033E10,8.028846153846153E10,7.878246753246753E10,8.966033966033966E10,1.0742608695652174E11,1.3043782837127846E11,1.6281818181818182E11,1.8914700544464612E11,2.18983666061706E11,2.359896729776248E11,2.791166666666667E11,2.884341085271318E11,3.0559540889526544E11,3.29366576819407E11,3.32441717791411E11,2.4836277173913043E11,2.6258863252673044E11,3.1867881548974945E11,3.838178415470992E11,4.246717654557043E11,4.7674772036474164E11,3.959260751630058E11,3.8905991100356573E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OSS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Other small states,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,7.536675203897248E9,8.756552568564758E9,1.0751088165870779E10,1.24663718606462E10,1.6393627218645214E10,2.4469509824116417E10,2.2822814056892117E10,2.1876317950672535E10,2.0072665045929848E10,1.9829824799837906E10,1.9321547628078163E10,1.927109644187638E10,2.4115018695342525E10,2.599804184115615E10,2.6569541981296227E10,3.195401514608631E10,3.3550913338578697E10,3.634044547486921E10,3.479928826884861E10,3.6855488520057686E10,4.375083819788514E10,4.4988678305934555E10,4.5001855690816574E10,4.5175657737887115E10,4.71263657010324E10,4.744799755270015E10,4.762633832403296E10,5.212088227141433E10,6.481902376320448E10,7.694697160789421E10,8.628411680233531E10,9.590605112150487E10,1.1544129081104039E11,1.250848435110233E11,1.0780093555203546E11,1.1278667666528468E11,1.2876413451908794E11,1.2576113088903816E11,1.3096903954828386E11,1.3541554537094943E11,1.214337070116915E11,1.2815932501612228E11,1.4328461395647443E11,1.580738767097305E11,1.5853014244821613E11,1.46157676838952E11,1.7203821375824246E11,1.8185953843906125E11,1.966159445951801E11,2.0812728193163986E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TLS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Timor-Leste,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2821014199999999E8,1.47713E8,1.878915E8,2.169144E8,2.390405E8,2.6281990000000003E8,3.069569E8,3.199727E8,3.257298E8,2.253576E8,3.66924276517996E8,4.77359252614385E8,4.69455490775238E8,4.9043911618356496E8,4.40771962234046E8,4.62267954030558E8,4.5379241459711397E8,5.42795446507391E8,6.48523571342018E8,7.269378358486121E8,8.81909347096515E8,1.04253459752614E9,1.1605550395788E9,1.39572742071268E9,1.4475351828616002E9,1.5902823714644601E9,1.64046461208088E9,1.5848784399359598E9,1.55598861443594E9,2.03255038941316E9,2.16261924086927E9,3.62502434127346E9,3.2085998890096498E9,2.0797671702265103E9,1.86560851541321E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ISL,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Iceland,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.6098449882638925E8,2.667114602414656E8,2.9930993806626385E8,3.5724089571243155E8,4.562062987927527E8,5.501509879967324E8,6.606637632782556E8,6.526090756829461E8,4.9836519968694574E8,4.3565960994361484E8,5.451159090909091E8,6.936795454545455E8,8.690029458418308E8,1.1947941861755242E9,1.5681540770385191E9,1.4560527000650618E9,1.7278454191140144E9,2.2857077487806106E9,2.599627088635609E9,2.9531769710720363E9,3.4996166833416705E9,3.6150948201877027E9,3.318714326195199E9,2.8626341636208477E9,2.964568005628879E9,3.088359966945892E9,4.1290800940049925E9,5.713281235456548E9,6.320093411447436E9,5.870854233211434E9,6.6948511593272915E9,7.15126006207169E9,7.328497599307683E9,6.435952173861592E9,6.612804055792887E9,7.372640168676971E9,7.686566105263158E9,7.716781803078233E9,8.637732541506773E9,9.107644690766472E9,9.140168922356771E9,8.323401820484765E9,9.416199699547358E9,1.1564687741985947E10,1.3963943244001783E10,1.7146410560527899E10,1.7671649843260185E10,2.1960110030442585E10,1.824792136025988E10,1.3212543837513264E10,1.392271157651245E10,1.5394005872149014E10,1.494375782332256E10,1.624431995868081E10,1.805218351486952E10,1.7700486957190662E10,2.1083713310457043E10,2.5060086487890076E10,2.6677652544349865E10,2.4985687022045185E10,2.203466504079009E10,2.623487240245698E10,2.916610287727552E10,3.1677891896786083E10,3.3255181468938187E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TGO,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Togo,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.7105706913777205E8,1.7849709826427457E8,1.867457578592159E8,2.023058652359083E8,2.3457218645585054E8,2.6450550602243277E8,3.0522759482143724E8,3.272158436363361E8,3.4169156746559346E8,3.780918096026361E8,3.5866575390929806E8,4.0464836776644033E8,4.740439218435366E8,5.740309839800526E8,7.914503083629438E8,8.71781686907321E8,8.746816119283688E8,1.0978938259881454E9,1.1640256372646384E9,1.2593657115352118E9,1.6048369159666207E9,1.359026709451261E9,1.1603370393806841E9,1.0813872646078591E9,1.0141700692168866E9,1.0766045204242666E9,1.4982195788697844E9,1.763978065836795E9,1.9472083542255461E9,1.9106355753804386E9,2.299665505614336E9,2.2627678601093745E9,2.390796915919583E9,1.7419444262089448E9,1.3876621214673588E9,1.8491104681956866E9,2.0695060144665914E9,2.1168186229583418E9,2.2416501123333344E9,2.226577203913991E9,2.1068487522775316E9,2.0934986744967806E9,2.4101990324310193E9,2.9879840509931836E9,3.191561508690881E9,3.2219104084651566E9,3.320907721745081E9,3.759962853264759E9,4.57884711270688E9,4.721888275269374E9,4.746386893225533E9,5.422439152109061E9,5.413541649149012E9,6.021729629824541E9,6.393314707854565E9,5.755457836018664E9,6.071167584195098E9,6.387424239880101E9,7.029215766463669E9,6.992654019288761E9,7.486031561868847E9,8.541668141261978E9,8.646453099412397E9,9.816236302585152E9,1.0651180146530964E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLT,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Malta,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2.507287962883781E8,2.6457848477019525E8,2.951066283393431E8,3.456161058825584E8,3.760811242734687E8,4.74618321462361E8,5.2793698879127544E8,6.255631706712099E8,7.936734016410791E8,1.0012888468401575E9,1.2501986010926788E9,1.243509393619466E9,1.2344744040315237E9,1.1657297068703988E9,1.1018070230491815E9,1.1177974391423423E9,1.4350384411192167E9,1.7512934606892078E9,2.0195030680339282E9,2.118655676676493E9,2.5473287475076056E9,2.7502167468842635E9,3.0219427588397775E9,2.7091935384252577E9,2.9985054281459336E9,3.7093960448588533E9,3.822547197245318E9,3.7870237066660695E9,4.010111688352554E9,4.1118578091102614E9,4.036809815466165E9,4.070867133217506E9,4.455127414459667E9,5.418315224408621E9,6.104141520083901E9,6.393234992551411E9,6.749838805589788E9,7.908412305628082E9,9.135419464960882E9,8.73474569793323E9,9.09704415926912E9,9.789361703072044E9,9.609532089160315E9,1.0796782636108097E10,1.1888032873829456E10,1.1340795042088058E10,1.20257828341534E10,1.4161366724195496E10,1.615377951099279E10,1.633779353073216E10,1.6404663226459784E10,1.9739875611490204E10,1.8928276162413124E10,2.2610561526146145E10,2.497157450244748E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Euro area,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.5161803641321252E11,2.8007820391032153E11,3.0969492322385486E11,3.4078649014959924E11,3.7759898653920984E11,4.1277457647160596E11,4.465176152358363E11,4.744285055939929E11,5.09988879945715E11,5.69734708021535E11,6.45500835842668E11,7.31657047532379E11,8.836267539187374E11,1.1469293463206465E12,1.3006404752706018E12,1.5077692699886094E12,1.5732015551334548E12,1.7901218497292012E12,2.1918777222378352E12,2.655412251166699E12,2.973694924193753E12,2.583763815177703E12,2.500976094855107E12,2.440096224414655E12,2.3411080547461094E12,2.4049867532955938E12,3.377295853623185E12,4.17752977175175E12,4.594903614804265E12,4.693107413339747E12,5.9056152668116455E12,6.127707302712632E12,6.750506224912113E12,6.1804870332192E12,6.531158637825698E12,7.540043718350127E12,7.62950102605596E12,6.977670410602328E12,7.174357611624962E12,7.14886025501326E12,6.528628817962731E12,6.631899417554062E12,7.241862819845992E12,8.921228124667762E12,1.0231007049211572E13,1.0611825457675744E13,1.1288300255552066E13,1.3000311540976352E13,1.4295718485782535E13,1.308307752658592E13,1.2784744616370467E13,1.3808563263632639E13,1.2784947379630893E13,1.3357283141903123E13,1.3682058707498045E13,1.1829834353286064E13,1.2123283574466527E13,1.2841960349280754E13,1.3871778197583691E13,1.3589774677631268E13,1.3267554461613592E13,1.4924551716260422E13,1.4488160081806732E13,1.585478241787702E13,1.6485444160370998E13
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Azerbaijan,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.884848484848484E9,5.344E9,4.446586715867158E8,1.5703925981495376E9,1.1931411103504274E9,2.4173311929526043E9,3.1765073763183618E9,3.962362387479221E9,4.446368570690101E9,4.581248566501584E9,5.272615722968918E9,5.707616203720108E9,6.236087738282841E9,7.276413079114511E9,8.680405740941248E9,1.3245421880834042E10,2.0981929497618767E10,3.3049419431224392E10,4.885129378544826E10,4.429242718494917E10,5.290929479192624E10,6.595279642794731E10,6.967994450419719E10,7.416056012369016E10,7.523978545210219E10,5.307623535474602E10,3.7866996882915695E10,4.086662735198167E10,4.711247005177007E10,4.8174235294117645E10,4.2693E10,5.482541176470589E10,7.88074705882353E10,7.242847058823529E10,7.431588235294118E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,United Arab Emirates,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,6.859867013167013E8,9.398935996342009E8,1.4150869293006032E9,4.2312436158608866E9,1.1651505689424364E10,1.4720728248535513E10,1.9213158778792797E10,2.487177516460431E10,2.3775764224683178E10,3.1225659620995075E10,4.3599160050332245E10,4.933342413511305E10,4.662271860528467E10,4.2803323345137566E10,4.180795423590302E10,4.060365023154454E10,3.394361209479706E10,3.638490874421139E10,3.6275674203214386E10,4.1464995913919914E10,5.070144374829747E10,5.1552165622446205E10,5.4239171887769005E10,5.562517025333697E10,5.930509397984201E10,6.574366657586489E10,7.357123399618633E10,7.883900844456552E10,7.567433628318584E10,8.444547311095984E10,1.0433737236215112E11,1.0331164057181757E11,1.0981620149761743E11,1.2434635806671205E11,1.4782437031994556E11,1.8061746796460178E11,2.2211654186521445E11,2.5791613342409802E11,3.154746157385977E11,2.5354735874744727E11,3.077364193328795E11,3.68881143635126E11,3.927934649421375E11,4.096326752893125E11,4.249358747447243E11,3.8197304288631726E11,3.817170864533696E11,4.0336501021102795E11,4.4056010891763104E11,4.3392620830496936E11,3.571618788291355E11,4.224413886997958E11,5.114034036759701E11,5.226221919673247E11,5.523248468345814E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Pakistan,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.7492650146997066E9,4.1186476270474596E9,4.310163796724066E9,4.630827383452332E9,5.204955900881983E9,5.929231415371693E9,6.561108777824444E9,7.464510709785805E9,8.0419991600168E9,8.683116337673246E9,1.0027509449811005E10,1.066589668206636E10,9.41501635956604E9,6.383429490210915E9,8.89919191919192E9,1.123060606060606E10,1.3168080808080807E10,1.5126060606060606E10,1.7811515151515152E10,1.968838383838384E10,2.3654444444444443E10,2.810060606060606E10,3.072597156398104E10,2.869188976377953E10,3.1151825467497772E10,3.1144920844327175E10,3.1899070055796654E10,3.3351529274686863E10,3.847274280831672E10,4.01711062790078E10,4.001042397045763E10,4.562533668020465E10,4.888467194746571E10,5.1809999353161354E10,5.2293470813133606E10,6.0636071684191795E10,6.3320170084407555E10,6.243334046802277E10,6.21919558143478E10,6.2973857068511284E10,9.948480234452766E10,9.714561847990381E10,9.792330280935368E10,1.1237191374082295E11,1.3221604833941289E11,1.4520856296076663E11,1.618713855063602E11,1.8414086999746017E11,2.022037485838536E11,1.8733778385646567E11,1.9670962184958618E11,2.305865810596654E11,2.5010696610470358E11,2.5865723167241232E11,2.7139047485763217E11,2.999635905347735E11,3.1363000013043536E11,3.392055348611001E11,3.56128166704921E11,3.209094727706687E11,3.004256098179812E11,3.4851664744514844E11,3.7489029566669366E11,3.366863486092659E11,3.715700001212658E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Peru,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.571986572127192E9,2.8978526932749424E9,3.284322201278312E9,3.598272493310898E9,4.353664866679853E9,5.1630080773737135E9,6.109048736618533E9,6.1943400798786E9,5.736083835290338E9,6.420909789829997E9,7.432223176936233E9,8.289582883676733E9,9.18941340928138E9,1.0994381895116135E10,1.3858441211469212E10,1.693116235548021E10,1.6131958850644405E10,1.4544913960506155E10,1.2491876742970816E10,1.5954012439166182E10,1.8136838537724957E10,2.1648214892882786E10,2.1794535621215958E10,1.734526056448239E10,1.76004003845073E10,1.5078736875386955E10,2.185944858648503E10,3.6889706592684326E10,1.54394084472E10,2.249955852636816E10,2.6410386962801933E10,3.4341465998200283E10,3.5966302303262955E10,3.483207722085365E10,4.488207976689127E10,5.331279368738364E10,5.525241413030192E10,5.814752252252252E10,5.5501467877381035E10,5.0187324567882996E10,5.174474913321299E10,5.203015877540549E10,5.477755351508088E10,5.8731030121867096E10,6.676870349756869E10,7.606060606060606E10,8.8643193061748E10,1.0217098114413551E11,1.205505998154414E11,1.2082298652147932E11,1.475276315207292E11,1.7176173704658508E11,1.926500216485832E11,2.011755435713918E11,2.0078625058294272E11,1.8980297628561893E11,1.9189810439037863E11,2.1100798408091058E11,2.2259700973923532E11,2.2834600600364822E11,2.0140969475593436E11,2.2632876645963437E11,2.4606557030815494E11,2.6695872083798767E11,2.892219690629408E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Norway,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5.197398721413668E9,5.6696892103186E9,6.107076928633716E9,6.553269535510094E9,7.206522121804177E9,8.111945661216237E9,8.753940266901838E9,9.57738365318303E9,1.022708716524143E10,1.1136187439832636E10,1.2814123115261309E10,1.4583114840062925E10,1.735861084970098E10,2.253425370286864E10,2.7145693810134125E10,3.287780520002296E10,3.5942270686337395E10,4.150803043110735E10,4.652290025370544E10,5.313224462392133E10,6.443938289601556E10,6.3596654760867676E10,6.264719553765107E10,6.162724083109479E10,6.205795503277583E10,6.5416879914390724E10,7.869311804400449E10,9.422990723562152E10,1.0190026085622218E11,1.0263393439061482E11,1.1979184305957155E11,1.2187246448348734E11,1.3083804006758388E11,1.2057921371280359E11,1.2713131942870097E11,1.5202961232478848E11,1.6352010915067136E11,1.613566318884836E11,1.542302951584472E11,1.6238370602113037E11,1.7145720193596765E11,1.7423935407097656E11,1.9591485257646735E11,2.2938546933702438E11,2.6526866247329694E11,3.0997857974388824E11,3.469151606817084E11,4.026432604875719E11,4.649175531914894E11,3.879764006170189E11,4.310521439404382E11,5.013605496694038E11,5.12777309840997E11,5.260144680851064E11,5.0173647183284814E11,3.8815951224553046E11,3.709565476190476E11,4.0174527503526074E11,4.3978862588379956E11,4.087428409090909E11,3.6763341888662726E11,5.0336798603026776E11,5.962976510357977E11,4.8294973177658716E11,4.835926483133012E11
